country,bids_count,frequent_words,word_count,unique_word_count,lexical_diversity,average_rating
Hong Kong,375,ready:262;please:158;pm:129;check:126;work:108;details:102;based:88;start:87;discuss:82;detail:81;budget:77;per:77;posting:77;checked:76;things:76;timing:76;project:61;thanks:52;see:29;confidence:27;us:27;experience:26;box:25;dear:25;samples:24;assist:23;done:21;immediately:21;information:20;message:20;private:20;really:20;freelancer:19;hi:19;hong:19;kong:19;portfolio:19;net:18;prissy:18;like:17;asp:16;design:16;website:16;past:15;projects:15;provide:15;sirwe:15;years:15;chinese:14;help:14,4216,784,5.37755102041,9.66443461538
Saudi Arabia,366,hi:197;kindly:170;check:165;experience:129;pmb:103;see:97;exciting:90;freelance:90;thanks:84;get:81;bid:79;pm:78;samples:78;attractive:76;peace:49;cheers:41;work:41;job:32;also:28;please:28;years:27;send:23;good:22;ready:20;site:20;website:20;+:18;looking:18;project:17;time:17;works:17;details:16;development:14;done:14;mobile:14;want:14;forward:13;game:13;start:13;design:12;hours:12;like:12;message:12;regardsekram:12;type:12;websites:12;device:11;including:11;jquery:11;php:11,3359,638,5.26489028213,9.62018181818
Israel,350,hi:110;work:99;project:92;please:86;ideas:82;see:73;web:73;assist:64;well:63;us:56;like:54;m:49;upon:48;pm:47;would:46;one:45;quality:44;developed:41;hello:41;happy:40;israel:40;provide:39;high:38;software:37;check:36;contact:36;house:34;product:34;established:33;hesitate:32;major:32;question:32;hubs:31;offices:31;tech:31;br:30;deserve:30;projects:30;start:30;file:29;final:29;need:29;similar:29;d:28;experience:28;ll:28;look:28;system:28;details:26;platform:26,5709,1263,4.52019002375,9.5502375
New Zealand,332,design:326;work:153;hi:137;portfolio:132;experience:124;years:112;check:102;please:102;pm:101;project:92;well:87;great:81;see:78;style:75;previous:73;chic:71;give:68;would:59;like:56;done:54;time:54;love:53;best:52;logo:50;new:50;zealand:49;day:48;freelancer:47;based:46;hope:46;attached:43;clients:43;prove:43;designing:42;graphic:42;industry:42;kindly:42;simple:42;feedback:41;hearing:41;using:41;word:41;find:40;kind:40;reliable:40;wish:40;competent:39;passion:39;clean:38;less:38,8104,1569,5.16507329509,9.8222075
Ahmedabad,329,development:355;work:332;please:234;pmb:215;application:200;forward:199;results:194;website:191;experience:182;years:169;dear:157;discuss:151;nine:147;open:134;best:130;sarathebusiness:126;good:123;back:115;mobile:114;thanksgaurav:114;give:113;web:113;managermxicoders:109;us:108;business:103;quality:103;designing:101;better:99;like:98;looking:98;ability:97;fine:97;hire:97;history:97;hope:97;position:97;check:94;understand:92;time:89;regardsgaurav:84;mxicoders:81;convenient:79;know:79;let:79;requirement:76;gaurav:75;discussion:73;solution:73;thanks:73;providing:72,10490,562,18.665480427,8.8889
Estonia,328,hi:201;custom:148;design:113;ready:76;start:64;please:62;work:57;hello:50;pm:39;logo:37;check:31;portfolio:31;project:24;details:20;m:19;see:19;thanks:16;experience:14;refer:14;look:12;pmb:12;illustration:11;interested:11;day:10;quality:10;web:10;years:10;private:9;regards:9;like:8;message:8;animation:7;g:7;based:6;company:6;d:6;designs:6;job:6;made:6;professional:6;samples:6;seo:6;take:6;acute:5;make:5;page:5;price:5;provide:5;read:5;would:5,1859,439,4.23462414579,9.63759411765
Colombia,328,work:275;admin:230;net:198;sql:198;expert:192;team:174;please:173;experience:169;web:141;years:140;see:132;details:120;example:119;server:118;software:118;user:117;development:116;microsoft:116;windows:116;mcp:115;mcpd:115;mct:115;mcts:115;password:115;contact:113;certified:112;clarify:112;leader:111;like:80;php:80;oracle:74;applications:73;several:72;movil:70;tecnologies:68;m:67;hi:65;sites:63;members:62;participating:62;de:45;check:43;//:42;pm:39;en:37;design:34;job:34;look:34;professional:34;visual:33,7790,1109,7.02434625789,9.82291304348
Denmark,323,design:529;please:207;check:206;pmb:203;web:203;denmark:191;software:191;information:189;company:188;name:188;andrew:187;copenhagen:187;f:187;located:187;represent:187;hellomy:186;developmentgraphic:148;development:42;experience:34;years:26;job:25;start:24;interested:23;end:21;ready:21;project:20;curiologix:17;work:17;developer:15;see:15;hello:13;hii:12;m:12;forward:11;front:11;offer:11;working:11;back:10;message:10;looking:9;need:9;pm:9;private:9;lets:8;able:7;best:7;c:7;details:7;fast:7;freelancer:7,5036,633,7.95576619273,9.82095294118
Lithuania,319,hi:73;check:64;please:58;hello:56;work:50;portfolio:49;project:49;like:45;pm:45;working:41;start:38;would:31;done:28;m:27;interested:25;works:25;good:24;help:23;ready:23;see:23;job:22;similar:22;create:21;experience:21;experienced:21;hiplease:21;seeing:21;able:19;application:19;message:19;fast:18;expert:17;years:17;design:16;easily:16;let:15;prestashop:15;contact:14;net:14;participate:14;thanks:14;designer:13;give:13;hope:13;private:13;interesting:12;need:12;web:12;immediately:11;price:11,3089,899,3.43604004449,9.82298125
Thailand,318,project:226;professional:210;designs:206;offer:175;experience:140;working:133;also:121;years:121;forward:117;joomla:113;please:111;wordpress:111;cms:108;designer:108;+:107;specialize:107;understand:107;team:106;looking:105;requirements:104;themes:104;american:103;drupal:103;graphics/web:103;international:103;anyone:102;business:102;clean:102;small/large:102;unique:102;development:78;website:78;server:75;client:73;offline:72;online:72;servers:72;test:72;work:60;hi:56;pm:54;hello:45;see:42;inbox:41;view:41;want:40;responsive:39;give:37;mysql:37;php:37,6737,655,10.2854961832,9.790975
Armenia,313,check:118;start:110;please:100;ready:66;work:63;let:59;pm:59;experience:53;hi:53;~~~~~~~~~~~~~~~~~~~~~please:51;pm~~~~~~~~~~~~~~~~~~~~~~~~~~thanks:50;years:42;hello:41;see:40;interested:28;m:24;project:24;inbox:23;made:23;websites:23;difficult:22;portfolio:19;right:18;professional:14;help:12;message:12;web:12;design:11;details:11;job:11;ll:10;many:10;private:10;team:10;thank:10;wordpress:10;cms:8;graphic:8;information:8;site:8;thanks:8;want:8;also:7;d:7;designer:7;flash:7;need:7;send:7;able:6;best:6,2086,472,4.41949152542,9.5889875
Switzerland,310,pm:121;please:94;prefer:71;ready:69;work:61;portfolio:56;start:54;hello:53;done:48;see:46;m:44;hrs:40;within:36;let:35;sample:35;check:34;details:34;send:34;hi:32;get:31;thanks:31;contact:29;project:29;experience:25;job:22;regards:19;best:18;years:18;quality:17;freelance:16;profile:16;working:16;would:16;finish:15;interested:15;design:14;provide:13;samples:13;tamara:13;glad:12;want:12;bim:11;daniel:11;etc:11;look:11;next:11;satisfaction:11;website:11;works:11;+:10,2764,623,4.43659711075,9.84590833333
Austria,307,please:225;hi:205;check:204;thank:194;freelancer:193;artist:192;graphic:192;painter:192;portofolio:192;see:47;project:37;pmb:29;private:24;details:21;m:19;work:19;message:17;pm:17;hello:16;help:16;acute:14;ready:14;start:14;would:13;website:12;wordpress:12;quality:11;d:10;thanks:10;like:9;best:8;link:8;sir:8;theme:8;doo:7;highest:7;interessed:7;massage:7;pleas:7;regardsalexandra:7;time:7;watch:7;working:7;also:6;complete:6;dear:6;full:6;job:6;looking:6;madami:6,2865,394,7.27157360406,9.97775555556
Uruguay,294,check:129;hi:113;regards:87;please:72;work:69;m:67;years:57;project:54;right:53;start:52;portfolio:51;web:51;aacute:48;job:46;like:44;quality:43;uruguay:43;experienced:42;profile:42;works:42;also:41;kind:41;skills:41;give:40;su:40;area:39;attached:39;fast:39;satisfaction:39;chance:38;earlier:38;javier:38;list:38;rez:38;till:38;developer/designer:37;experience:37;pm:36;thanks:36;details:33;expert:31;interesting:28;designer:27;send:27;would:26;pmb:25;graphic:24;projects:24;field:23;freelance:22,4291,868,4.9435483871,9.81184347826
Japan,268,quality:198;us:98;japanese:97;time:97;want:97;provide:94;company:93;tell:93;believes:92;sir/ma`am:85;thanks:85;see:84;pmb:82;japan:78;portfolio:74;details:72;hi:57;developer:54;expert:47;please:34;check:31;project:31;hiexpert:29;work:28;website:23;best:17;m:17;thank:17;freelancer:15;message:14;pm:14;requirements:14;designer:13;like:13;done:12;good:12;ready:11;need:10;private:10;start:10;team:10;experienced:9;ecommerce:8;hello:8;would:8;experience:7;interested:7;make:7;many:7;wordpress:7,2845,488,5.82991803279,9.81786
Cyprus,258,please:88;check:62;pm:47;portfolio:44;details:43;hi:39;experience:33;project:32;designer:29;professional:27;see:27;work:27;years:27;graphic:24;inbox:24;like:24;ready:24;would:24;checkout:22;design:22;hello:18;start:17;help:16;pmb:16;creative:15;thanks:15;done:14;job:14;love:14;expert:13;logo:13;need:13;one:13;web:13;looking:12;provide:11;time:11;experienced:10;let:10;projects:10;send:10;unique:10;website:10;also:9;cyprus:9;get:9;know:9;m:9;much:9;video:9,2573,864,2.97800925926,9.84978823529
Venezuela,250,check:98;please:93;best:75;m:73;regards:72;work:72;inbox:63;hi:60;examples:51;employer:50;pm:50;project:48;ready:46;designer:43;dear:42;attached:41;experience:36;done:35;job:34;see:34;get:32;graphic:28;right:27;de:22;expert:22;hello:21;also:20;make:20;years:20;details:19;information:19;start:19;d:18;design:18;logo:18;ntilde:18;portfolio:16;provide:16;away:15;let:14;message:14;private:14;website:14;would:13;fast:12;friend:12;im:12;like:12;working:12;could:11,3418,919,3.71926006529,9.76683157895
Czech Republic,248,experience:92;please:75;years:72;work:52;hi:51;thank:50;check:47;hello:41;pm:41;helloi:39;design:37;start:34;admin:33;linux:33;see:33;project:32;portfolio:29;interested:27;professional:27;quality:26;d:25;details:25;like:24;strong:20;would:20;m:19;offer:18;samples:18;website:18;experienced:17;feel:17;free:17;looking:17;photo:17;photorealistic:17;problem:17;regards:17;rendering:17;animation:16;forward:16;get:16;job:16;martin:16;web:16;certified:15;cooperate:15;inc:15;realistic:15;top:15;google:14,3121,696,4.4841954023,9.8529173913
Kazakhstan,242,ready:102;hello:61;please:61;details:60;check:56;message:56;private:56;box:55;sir:54;thank:54;efficiently:48;quickly:48;work:16;testing:14;see:13;site:13;one:11;points:11;free:10;need:10;openbravo:10;plz:10;pos:10;give:9;want:9;website:9;week:9;bid:8;day:8;take:8;tasks:8;business:7;get:7;know:7;project:7;also:6;commission:6;company:6;earning:6;join:6;account:5;best:5;click:5;copy:5;data:5;earn:5;every:5;facebook:5;good:5;information:5,1658,431,3.84686774942,9.96253333333
Slovak Republic,220,check:81;hi:79;project:66;thanks:52;please:51;would:46;experienced:45;experiences:43;portfolio:40;kindly:35;hello:33;details:32;interested:32;reviews:32;hii:30;satisfaction:30;like:29;designer:28;pmb:27;vector:27;years:27;creative:25;deliver:25;work:25;able:24;day:24;logo:23;request:23;illustratorgraphic:22;start:21;see:19;ready:18;best:16;good:16;help:16;looking:16;experience:15;forward:15;nice:15;new:14;personal:14;skills:14;thank:14;area:13;design:13;visit:13;graphic:12;much:12;php:12;could:11,2509,623,4.02728731942,9.713405
Albania,212,ready:109;start:103;pm:32;please:31;regards:30;check:29;*****:28;******:28;albaniaeurope:27;project:25;hi:24;see:24;job:17;details:15;hello:15;sir:15;right:13;help:12;thanks:11;professional:10;task:10;thank:10;would:10;designer:9;many:9;want:9;web:9;work:9;developer:8;send:8;waiting:8;years:8;done:7;experience:7;interested:7;like:7;m:7;message:7;pmb:7;private:7;sample:7;think:7;wordpress:7;albania:6;attachments:6;company:6;easy:6;expert:6;good:6;info:6,1460,449,3.25167037862,9.97337692308
Dominican Republic,211,pm:74;helloi:62;sent:59;u:59;check:39;start:32;project:31;work:31;please:30;ready:30;see:26;m:25;pmb:24;interested:22;best:18;experience:18;info:17;job:17;lets:17;private:16;kindly:15;message:15;quality:15;creative:14;hello:14;sir:14;designs:13;functional:13;let:13;read:13;offer:12;portfolio:12;get:11;less:11;im:10;developer:9;en:9;good:9;help:9;price:9;professional:9;web:9;^_^:8;better:8;days:8;design:8;hi:8;hours:8;want:8;designer:7,1929,625,3.0864,9.86523333333
Lebanon,206,+:178;linux:168;security:168;servers:168;please:135;experience:125;certified:114;reviews:113;ethical:112;hand:112;isc:112;prestigious:112;years:71;project:70;check:67;high:62;development:60;done:60;hi:59;contact:58;know:58;way:58;expert:57;experts:57;feel:57;actions:56;administration:56;around:56;availability:56;background:56;board:56;ceh:56;certification:56;cissp:56;cissprhceccnamcsalinux+:56;code:56;com:56;comes:56;complain:56;conduct:56;consultant:56;elance:56;environment:56;exchange:56;freelance:56;guru:56;hacker:56;ids:56;lifetime:56;linux/unix/windows:56,5312,495,10.7313131313,9.8560875
Slovenia,204,please:92;check:77;pm:64;hello:59;experience:53;years:48;project:45;design:34;online:33;web:33;details:30;hi:29;many:24;/:22;company:22;website:21;work:21;detailed:20;portfolio:20;business:19;done:19;job:19;services:19;given:18;presentation:18;quality:18;related:18;specifically:18;complete:17;greetings:17;marketing:17;solutions:17;team:17;consists:16;dedicated:16;design/development:16;designers:16;european:16;graphic:16;include:16;pmb:16;practice:16;professionals:16;m:14;see:14;time:14;bid:13;good:12;d:10;message:10,2364,616,3.83766233766,9.71587727273
Chile,199,see:46;hi:43;please:33;hello:32;m:29;need:28;pm:28;work:26;experience:25;project:25;de:19;para:19;en:18;game:18;get:18;y:18;like:17;help:16;job:16;saludos:16;im:15;interested:15;private:15;web:15;info:14;message:14;ready:14;regards:14;listo:13;years:13;developer:12;check:11;design:11;portfolio:11;thanks:11;would:11;artist:10;empezar:10;expert:10;professional:10;start:10;working:10;best:9;d:9;designer:9;estoy:9;ntilde:9;port:9;code:8;details:8,2168,853,2.54161781946,9.80345384615
Mauritius,190,start:83;lets:72;please:66;pm:39;check:28;project:28;see:27;hello:26;experience:24;work:19;thanks:18;pmb:17;html:16;css:15;interested:12;like:12;years:12;dear:9;ready:9;would:9;designer:8;jquery:8;quality:8;team:8;web:8;d:7;details:7;hi:7;logo:7;regards:7;/:6;got:6;guaranteed:6;part:6;php:6;psd:6;seo:6;thank:6;best:5;conversion:5;definitely:5;help:5;projects:5;ui:5;various:5;website:5;websites:5;xhtml/html:5;adobe:4;assure:4,1251,403,3.10421836228,9.7574
Ireland,185,please:87;check:66;pm:63;see:58;experience:48;message:38;years:35;details:30;real:30;private:29;project:25;hi:24;traffic:23;regards:22;work:22;design:20;best:19;working:19;interested:18;would:18;hello:17;sir:17;box:16;dear:16;kindly:16;marcelo:16;marques:16;using:15;exposure:14;great:14;site:13;portfolio:12;version:12;examples:11;get:11;professional:11;web:11;m:10;like:9;skills:9;studio:9;thanks:9;hii:8;love:8;website:8;done:7;graphic:7;know:7;mechanical:7;offer:7,1995,639,3.1220657277,9.66317647059
Belgium,183,please:79;hi:55;details:45;project:44;check:38;pmb:37;pm:34;m:26;see:24;experience:23;interested:20;find:19;day:17;done:17;proposal:17;quality:16;using:16;good:14;message:14;thanks:14;would:14;help:13;work:13;design:12;professional:12;best:11;glad:10;hello:10;net:10;ready:10;send:10;years:10;contact:9;develop:9;drupal:9;experienced:9;like:9;services:9;us:9;ve:9;websites:9;html:8;let:8;make:8;many:8;need:8;outstanding:8;php:8;requirements:8;service:8,1962,678,2.89380530973,9.91961052632
Latvia,177,pm:64;hi:60;please:52;check:35;work:32;project:31;sent:31;details:25;m:24;experience:22;portfolio:22;ready:20;see:20;help:18;years:18;quality:17;web:17;design:16;also:14;developer:14;get:14;let:14;new:14;portoflio:14;provide:14;best:13;designs:12;hello:12;satisfaction:12;start:12;questions:11;job:10;make:10;pmb:10;wordpress:10;expert:9;price:9;done:8;information:8;java:8;message:8;need:8;private:8;receive:8;step:8;thanks:8;working:8;|:8;clients:7;code:7,1960,656,2.98780487805,9.89842777778
Palestine,176,hello:59;please:56;details:43;see:43;pm:36;check:31;sir:23;ready:21;hi:19;m:18;message:17;work:17;experience:15;developer:13;expert:13;good:12;job:11;p:11;checkout:10;logo:10;pmb:10;project:10;quality:10;time:10;design:9;portfolio:9;samples:9;easy:8;iam:8;start:8;wordpress:8;years:8;kindly:7;let:7;logos:7;need:7;deliver:6;designed:6;get:6;linux:6;messages:6;professional:6;skills:6;want:6;website:6;css:5;designer:5;done:5;experts:5;full:5,1401,495,2.8303030303,9.7089
Jamaica,173,ready:51;please:45;see:43;details:35;done:31;experience:31;project:26;work:26;would:25;assist:24;get:22;greetings:22;begin:21;data:20;job:20;team:20;attached:19;hi:18;highly:17;complete:16;start:16;entry:14;like:14;website:14;m:13;pm:13;hello:12;task:12;thank:12;available:11;business:10;need:10;research:10;years:10;create:9;new:9;skills:9;week:9;also:8;given:8;good:8;immediately:8;provide:8;right:8;take:8;time:8;web:8;check:7;day:7;excellent:7,1879,624,3.01121794872,9.73103
Georgia,170,please:99;hello:45;interested:40;check:37;pm:37;contact:33;see:32;still:31;work:28;pmb:25;details:24;experience:24;years:21;m:20;portfolio:20;professional:18;project:18;logo:17;programming:17;quality:17;working:17;best:16;ready:15;job:14;start:14;team:14;high:12;offer:12;good:11;big:10;dear:10;employer:10;d:9;read:9;attention:8;creativity:8;discuss:8;grabbing:8;handling:8;make:8;requires:8;special:8;twist:8;design:7;georgia:7;hi:7;like:7;price:7;thank:6;thanks:6,1377,345,3.99130434783,9.81081538462
Cameroon,136,thanks:49;hi:45;sir:30;best:29;start:29;regards:27;project:25;get:24;help:19;ready:18;done:16;time:16;check:15;web:15;good:14;one:14;experience:13;complete:12;details:12;lets:12;development:11;let:11;within:11;able:10;frame:10;job:10;perfectly:10;++++++++++++++++++++inbox++++++++++++++++++for:9;siri:9;site:9;could:8;please:8;running:8;css:7;expert:7;joomla:7;work:7;message:6;need:6;php:6;see:6;dear:5;design:5;experienced:5;free:5;hassle:5;html:5;m:5;pm:5;right:5,1119,381,2.93700787402,9.70861666667
Gambia,134,done:112;get:104;joomla:15;site:13;thank:10;assure:9;look:7;several:7;work:7;also:6;forward:6;working:6;project:5;quality:5;service:5;sites:5;help:4;job:4;please:4;server:4;similar:4;best:3;details:3;fix:3;kindly:3;moved:3;opportunity:3;projects:3;ready:3;reference:3;sorted:3;started:3;want:3;approval:2;aspect:2;basis:2;checked:2;description:2;development:2;error:2;everything:2;gone:2;helloi:2;immediately:2;issue:2;listed:2;long:2;migration:2;new:2;plugin:2,544,172,3.16279069767,9.4474
Puerto Rico,129,/:336;expert:102;hi:101;james:100;pm:98;see:93;plz:91;experience:90;many:89;development:84;plugin:53;customization:50;design:50;gateways:46;payment:46;sql:42;php:41;web:41;jquery:38;mootools:38;ajax:37;tab:29;fb:28;designer:25;app:21;wordpress:21;check:18;thanks:18;please:17;im:16;implementation:16;social:16;demo:15;experienced:15;hello:15;ecommerce:14;joomla:13;know:10;logo:10;photoshop:10;professional:10;ready:10;api:9;gaphic:9;graphic:9;let:9;website:9;artist:8;betting:8;identity:8,2408,281,8.56939501779,8.83333333333
Qatar,121,seo:552;provide:244;clients:154;com:124;website:124;look:123;report:123;us:122;please:98;+:93;business:93;since:93;good:64;also:63;time:63;company:62;forward:62;requirements:62;working:62;/:61;analysis:61;assured:61;best:61;clock:61;customer:61;dedicated:61;detailing:61;eat:61;free:61;greetingslooking:61;hands:61;hearing:61;hire:61;hours:61;keywords:61;kindly:61;live:61;make:61;onpage:61;regarding:61;regardssanaseoarea:61;rest:61;round:61;satisfied:61;satisfy:61;seoarea:61;sleep:61;specialists:61;support:61;sure:61,4897,190,25.7736842105,9.69645
Jordan,108,project:30;check:23;interested:22;please:19;pm:17;hello:16;ready:16;work:15;details:14;kindly:12;pmb:12;best:11;read:10;siri:10;would:10;good:9;hi:9;m:9;thanks:9;advertisement:8;experience:8;professional:8;provide:8;time:8;appreciate:7;available:7;currently:7;dear:7;designer:7;greetings:7;job:7;position:7;skills:7;start:7;consideration:6;development:6;help:6;hiring:6;manager:6;profile:6;d:5;design:5;experienced:5;need:5;requirements:5;see:5;support:5;years:5;application:4;arabic:4,920,347,2.65129682997,9.69716428571
Costa Rica,106,please:31;programming:30;project:27;html:26;new:21;check:20;creating:20;hi:20;work:19;would:19;drupal:18;experience:18;php:17;using:17;content:16;css:16;etc:16;hello:16;java:16;jquery:16;pages:16;pm:16;pro:16;script:16;themes:16;acrobat:15;actionscript:15;ajax:15;blocks:15;coda:15;customize:15;dreamweaver:15;extended:15;flash:15;forms:15;illustrator:15;indesign:15;languages:15;management:15;modules:15;photoshop:15;professional:15;programs:15;scratch:15;system:15;theming:15;tpl:15;views:15;xml:15;wordpress:13,2223,758,2.9327176781,9.521925
Finland,102,work:46;please:35;professional:33;project:33;ready:33;check:31;pmb:29;designer:24;developer:24;web:24;m:22;agree:20;final:20;terms:20;conditions:19;contact:19;begin:18;immediately:18;take:18;experience:15;let:13;games:12;make:11;start:11;website:11;game:10;message:10;quality:10;really:10;could:9;hi:9;interested:9;also:8;consider:8;i`m:8;see:8;done:7;expertise:7;believe:6;design:6;kind:6;private:6;best:5;eacute:5;job:5;logo:5;many:5;pm:5;retoucher:5;time:5,1334,413,3.23002421308,9.98701428571
El Salvador,102,please:77;private:77;message:76;thanks:76;check:74;solution:74;board:72;hi:72;information:72;perfect:72;platform:72;proceed:72;using:72;oacute:12;para:10;n:9;la:8;would:8;m:7;work:7;begin:6;forward:6;favor:5;gracias:5;help:5;hola:5;like:5;looking:5;mensajes:5;por:5;privados:5;project:5;y:5;aacute:4;c:4;compruebe:4;de:4;informaci:4;mo:4;obtener:4;perfecta:4;plataforma:4;proceder:4;que:4;see:4;sobre:4;soluci:4;su:4;tablero:4;tengo:4,1377,226,6.09292035398,9.65945
Panama,91,job:70;hi:53;hello:11;site:11;could:10;skills:10;budget:8;discuss:7;read:7;requirements:7;joomla:6;needs:6;one:6;please:6;agree:5;area:5;ask:5;better:5;cms:5;covering:5;deliver:5;drupal:5;feel:5;final:5;finished:5;fits:5;go:5;gradually:5;hii:5;html:5;javascript:5;jquery:5;magento:5;price:5;product:5;programmer:5;project:5;proyect:5;ready:5;reward:5;test:5;wordpress:5;m:4;offer:4;start:4;check:3;keyword:3;pm:3;adjust:2;backup:2,485,133,3.64661654135,9.446425
Ethiopia,63,bid:32;please:23;project:21;experience:18;see:17;develop:15;software:14;visual:14;information:13;management:13;submit:13;work:13;days:12;interested:12;net:12;attached:11;hereby:11;skills:11;private:10;product:10;supply:10;system:10;time:10;us:10;hi:9;message:9;opportunity:9;schools:9;thank:9;using:9;application:8;applications:8;aspects:8;contact:8;existing:8;job:8;period:8;ready:8;strong:8;thanks:8;asp:7;basic:7;crm:7;developed:7;developing:7;document:7;pm:7;start:7;tender:7;architectural:6,1197,429,2.79020979021,9.4819
Norway,55,pm:14;check:13;experience:13;hi:13;years:13;please:11;job:9;modeling:8;rendering:8;thanks:8;video:7;design:6;done:6;fast:6;hello:6;interior:6;start:6;work:6;html/css:5;like:5;provide:5;working:5;also:4;coding:4;day:4;easy:4;experienced:4;hii:4;know:4;m:4;professional:4;quality:4;ready:4;regards:4;right:4;sample:4;style:4;animation:3;checked:3;could:3;data:3;described:3;details:3;editor:3;employer:3;help:3;hired:3;i`ll:3;im:3;interested:3,675,360,1.875,9.909775
Afghanistan,54,sir:65;many:47;please:47;hello:44;see:42;task:39;must:37;proceed:36;professional:36;waiting:36;attachments:35;web:34;running:33;years:32;online:31;right:31;developer:30;services:25;range:21;wide:20;firm:19;quality:18;thanks:17;projects:16;details:15;commitment:14;company:14;providing:14;clients:13;done:13;response:13;send:13;thank:13;uk:13;urgent:13;usa:13;add:12;deliver:12;designer:12;thankyou:12;less:11;portfolio:11;strong:11;time:11;finalized:10;provide:10;pm:9;project:9;websites:8;work:8,1342,210,6.39047619048,10.0
